,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,pd_date,sentiment
19,2022-01-31,168.02335908654715,172.8025811431817,167.38151188770172,172.58534240722656,115541600,0.0,0.0,2022-01-31,"['neutral', 'positive', 'neutral']"
20,2022-02-01,171.8250084438235,172.6445882158564,170.14635779611766,172.41748046875,86213900,0.0,0.0,2022-02-01,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'positive', 'neutral', 'positive']"
21,2022-02-02,172.55569434260252,173.6715099486926,171.15352684613566,173.6320037841797,84914300,0.0,0.0,2022-02-02,"['positive', 'negative', 'positive', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
22,2022-02-03,172.28910511443,174.0270149891282,169.95873829196677,170.72894287109375,89418100,0.0,0.0,2022-02-03,"['negative', 'positive', 'neutral', 'positive', 'neutral', 'positive', 'neutral', 'neutral', 'positive', 'positive', 'neutral', 'neutral', 'negative', 'neutral', 'negative', 'neutral', 'negative', 'negative']"
23,2022-02-04,169.74026080303258,172.13293163187063,168.7515593349262,170.44224548339844,82465400,0.22,0.0,2022-02-04,"['positive', 'positive', 'positive', 'neutral', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
24,2022-02-07,170.9069281895428,171.98460911739758,169.01850485523013,169.72048950195312,77251200,0.0,0.0,2022-02-07,"['neutral', 'negative', 'neutral', 'positive', 'positive', 'neutral', 'positive', 'neutral', 'neutral', 'positive']"
25,2022-02-08,169.7896947815161,173.36880426812058,169.49308133099055,172.85467529296875,74829200,0.0,0.0,2022-02-08,"['positive', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'positive', 'positive', 'neutral', 'neutral', 'neutral', 'neutral']"
26,2022-02-09,174.0608719615208,174.65408370700047,172.92385638151097,174.28826904296875,71285000,0.0,0.0,2022-02-09,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'positive']"
27,2022-02-10,172.1724587336259,173.497314969972,169.6117257649302,170.17527770996094,90865900,0.0,0.0,2022-02-10,"['positive', 'neutral', 'positive', 'neutral', 'neutral']"
28,2022-02-11,170.38289887751,171.12442486138025,166.14136180139678,166.73458862304688,98670700,0.0,0.0,2022-02-11,"['neutral', 'neutral', 'neutral']"
29,2022-02-14,165.4789445765699,167.6639812569009,164.6780988753327,166.97189331054688,86185500,0.0,0.0,2022-02-14,"['neutral', 'neutral', 'neutral', 'positive', 'neutral', 'positive']"
30,2022-02-15,169.0382939224042,170.99591863648956,168.32642764703,170.8377227783203,62527400,0.0,0.0,2022-02-15,"['neutral', 'neutral']"
31,2022-02-16,169.9083301747361,171.3814855061757,168.12866475738736,170.6004180908203,61177400,0.0,0.0,2022-02-16,"['positive', 'neutral', 'positive', 'neutral', 'neutral', 'neutral', 'positive', 'neutral', 'neutral', 'positive', 'neutral']"
32,2022-02-17,169.0975952357169,169.9676572747824,166.56652212540175,166.97189331054688,69589300,0.0,0.0,2022-02-17,"['negative', 'positive', 'positive', 'neutral', 'neutral', 'positive', 'neutral']"
33,2022-02-18,167.90127597007793,168.6131270858014,164.3122851249756,165.4097442626953,82772700,0.0,0.0,2022-02-18,"['neutral', 'neutral', 'neutral', 'neutral', 'positive', 'neutral']"
34,2022-02-22,163.11592551444085,164.80661126417866,160.31789920922503,162.46339416503906,91162800,0.0,0.0,2022-02-22,"['positive', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'positive']"
35,2022-02-23,163.66964277876747,164.2727513086712,157.9450676231141,158.26145935058594,90009200,0.0,0.0,2022-02-23,"['positive', 'negative', 'neutral', 'positive', 'neutral', 'neutral']"
36,2022-02-24,150.85606551735563,161.0100333951733,150.28261687942302,160.90127563476562,141147500,0.0,0.0,2022-02-24,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'positive']"
37,2022-02-25,161.9888438848694,163.25438054909597,159.05239933633467,162.98744201660156,91974200,0.0,0.0,2022-02-25,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
38,2022-02-28,161.21764162242386,163.55097743945427,160.59475493691937,163.25436401367188,95056600,0.0,0.0,2022-02-28,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'negative', 'positive', 'neutral', 'positive', 'neutral']"
39,2022-03-01,162.8390851298136,164.71762646749335,160.13993506959557,161.3560333251953,83474400,0.0,0.0,2022-03-01,"['negative', 'neutral', 'negative', 'negative', 'neutral', 'neutral']"
40,2022-03-02,162.53262038676084,165.46906471272362,161.10888797582302,164.6781005859375,79724800,0.0,0.0,2022-03-02,"['neutral', 'neutral', 'neutral', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'positive']"
41,2022-03-03,166.5665338285285,167.00156487862694,163.6795274163323,164.35183715820312,76678400,0.0,0.0,2022-03-03,"['positive', 'neutral', 'neutral', 'neutral', 'positive', 'positive']"
42,2022-03-04,162.63149380689765,163.67951484543383,160.26849813569712,161.32640075683594,83737200,0.0,0.0,2022-03-04,"['neutral', 'neutral', 'positive', 'positive', 'neutral', 'neutral', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'negative', 'neutral', 'neutral', 'positive', 'neutral', 'neutral', 'positive']"
43,2022-03-07,161.51426263220387,163.15551059039814,157.24306530770593,157.50013732910156,96418800,0.0,0.0,2022-03-07,"['neutral', 'neutral', 'neutral', 'positive', 'neutral', 'positive', 'neutral']"
44,2022-03-08,157.02554541421677,161.03967021977178,154.0396633076358,155.6611328125,131148300,0.0,0.0,2022-03-08,"['neutral', 'neutral', 'neutral', 'neutral', 'positive', 'positive', 'positive', 'neutral', 'positive', 'neutral', 'positive', 'positive', 'neutral', 'neutral', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'positive']"
45,2022-03-09,159.65547936331996,161.5636806893142,157.60887554719116,161.10887145996094,91454900,0.0,0.0,2022-03-09,"['positive', 'neutral', 'neutral', 'positive', 'neutral', 'positive', 'neutral', 'neutral', 'neutral', 'positive', 'positive', 'positive', 'neutral', 'neutral', 'neutral']"
46,2022-03-10,158.38996932496497,158.57782501434883,154.21764799767786,156.7289581298828,105342000,0.0,0.0,2022-03-10,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
47,2022-03-11,157.13430867356143,157.48036020343002,152.7543686457664,152.9817657470703,96970100,0.0,0.0,2022-03-11,"['neutral', 'neutral', 'negative', 'positive', 'neutral', 'neutral', 'neutral', 'neutral']"
48,2022-03-14,149.7388369338036,152.37866808923036,148.4040989804597,148.918212890625,108732100,0.0,0.0,2022-03-14,"['neutral', 'negative', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'neutral', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'negative', 'neutral', 'neutral', 'positive', 'positive', 'negative', 'positive', 'neutral', 'negative', 'neutral', 'neutral', 'neutral']"
49,2022-03-15,149.19504594214166,153.81229508781894,148.6809320394108,153.33770751953125,92964300,0.0,0.0,2022-03-15,"['neutral', 'positive', 'neutral', 'positive', 'neutral', 'neutral', 'negative', 'positive', 'neutral']"
50,2022-03-16,155.27555510263232,158.19222116304886,152.71482214328805,157.78684997558594,102300200,0.0,0.0,2022-03-16,"['neutral', 'positive', 'neutral', 'neutral', 'neutral']"
51,2022-03-17,156.81795214848634,159.1809482299348,155.84902886171025,158.80523681640625,75615400,0.0,0.0,2022-03-17,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'positive']"
52,2022-03-18,158.69644815284178,162.62159371666647,157.95492214083035,162.1272430419922,123511700,0.0,0.0,2022-03-18,"['neutral', 'neutral', 'neutral', 'positive', 'neutral']"
53,2022-03-21,161.66257728172076,164.4705010151536,161.16822653035138,163.51145935058594,95811400,0.0,0.0,2022-03-21,"['positive', 'neutral', 'neutral', 'positive', 'neutral', 'neutral', 'positive', 'positive', 'neutral', 'positive', 'neutral', 'positive', 'neutral']"
54,2022-03-22,163.6399530370137,167.5057788896978,163.04674128598776,166.91256713867188,81532000,0.0,0.0,2022-03-22,"['neutral', 'neutral', 'positive', 'neutral', 'positive', 'neutral']"
55,2022-03-23,166.09196206659246,170.68941777592153,165.75579210783724,168.28688049316406,98062700,0.0,0.0,2022-03-23,"['neutral', 'positive', 'neutral', 'neutral', 'positive', 'positive', 'positive', 'positive', 'neutral', 'neutral', 'neutral', 'positive', 'positive']"
56,2022-03-24,169.1272404255842,172.17244221224735,168.28685338006017,172.10324096679688,90131400,0.0,0.0,2022-03-24,"['positive', 'neutral', 'neutral', 'positive', 'neutral', 'positive', 'neutral', 'neutral']"
57,2022-03-25,171.91538989984556,173.29956570967326,170.79815258352292,172.7458953857422,80546200,0.0,0.0,2022-03-25,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'positive', 'neutral', 'neutral', 'neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral', 'positive', 'positive', 'neutral', 'positive', 'neutral']"
58,2022-03-28,170.2247282098749,173.74450298645817,170.05665077238493,173.61598205566406,90371900,0.0,0.0,2022-03-28,"['neutral', 'negative', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'negative', 'positive', 'positive', 'neutral', 'positive', 'neutral', 'neutral', 'positive']"
59,2022-03-29,174.69364720941607,176.98742653935423,174.34759569589608,176.93800354003906,100589400,0.0,0.0,2022-03-29,"['neutral', 'neutral', 'neutral', 'positive', 'neutral', 'neutral']"
60,2022-03-30,176.53264526747873,177.58066638087732,174.7035415674921,175.76145935058594,92633200,0.0,0.0,2022-03-30,"['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral', 'neutral']"
61,2022-03-31,175.8306471817805,176.01850285500657,172.42951207137398,172.63714599609375,103049300,0.0,0.0,2022-03-31,"['neutral', 'neutral', 'neutral', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'neutral', 'neutral', 'positive', 'positive', 'positive', 'neutral', 'neutral']"
62,2022-04-01,172.06367998935175,172.90408209939133,169.99729796565373,172.34051513671875,78751300,0.0,0.0,2022-04-01,"['positive', 'neutral', 'neutral', 'positive', 'neutral', 'neutral', 'positive', 'positive', 'neutral', 'neutral', 'negative']"
63,2022-04-04,172.59763430397675,176.4733425130009,172.46909827670987,176.4239044189453,76468400,0.0,0.0,2022-04-04,"['neutral', 'positive', 'positive']"
64,2022-04-05,175.4944955569432,176.28545968095588,172.44929348564514,173.08206176757812,73401800,0.0,0.0,2022-04-05,"['neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral']"
65,2022-04-06,170.41254499207415,171.66819978120435,168.2077454683698,169.88853454589844,89058800,0.0,0.0,2022-04-06,"['positive', 'neutral', 'neutral']"
66,2022-04-07,169.22612998290126,171.40126997799135,167.93093360299522,170.19505310058594,77594700,0.0,0.0,2022-04-07,"['neutral', 'neutral', 'neutral', 'positive', 'neutral', 'positive', 'neutral', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'positive']"
67,2022-04-08,169.83913603499536,169.83913603499536,167.2882844511738,168.16822814941406,76575500,0.0,0.0,2022-04-08,"['neutral', 'neutral', 'neutral', 'positive', 'positive', 'neutral', 'positive', 'neutral']"
68,2022-04-11,166.8038211051279,167.12019771062185,163.63008294889468,163.87725830078125,72246700,0.0,0.0,2022-04-11,"['negative', 'negative', 'neutral', 'neutral', 'neutral', 'neutral']"
69,2022-04-12,166.1216191548302,167.9507077557877,164.75720634834892,165.76568603515625,79265200,0.0,0.0,2022-04-12,"['positive', 'neutral', 'neutral', 'neutral', 'positive', 'neutral', 'neutral', 'positive', 'neutral', 'positive', 'negative', 'positive', 'neutral', 'neutral', 'neutral']"
70,2022-04-13,165.4987303389521,169.10748449281851,164.88574028527495,168.47471618652344,70618900,0.0,0.0,2022-04-13,"['neutral', 'neutral', 'negative', 'neutral', 'neutral', 'positive', 'positive', 'positive', 'negative', 'neutral', 'neutral', 'positive']"
71,2022-04-14,168.69221958337377,169.33488451298695,163.17526423758684,163.4224395751953,75329400,0.0,0.0,2022-04-14,"['neutral', 'neutral', 'neutral', 'positive']"
72,2022-04-18,162.06794033213865,164.71766807055616,161.72190387549182,163.2049560546875,69023900,0.0,0.0,2022-04-18,"['neutral', 'neutral', 'positive', 'positive', 'neutral', 'positive', 'neutral', 'positive']"
73,2022-04-19,163.15549187559742,165.9238585180346,162.05803283502493,165.5085906982422,67723800,0.0,0.0,2022-04-19,"['neutral', 'positive', 'neutral', 'neutral', 'positive', 'positive', 'neutral']"
74,2022-04-20,166.85324232600132,166.9718967523834,164.2233080756445,165.3405303955078,67929800,0.0,0.0,2022-04-20,"['neutral', 'neutral', 'positive', 'neutral', 'neutral', 'positive', 'positive', 'neutral']"
75,2022-04-21,167.0015600713304,169.59195295785742,164.03545581846325,164.53968811035156,87227800,0.0,0.0,2022-04-21,"['neutral', 'negative', 'neutral', 'positive', 'neutral', 'negative', 'neutral', 'neutral']"
76,2022-04-22,164.5792390979702,165.97329658442882,159.6752735929569,159.9619903564453,84882400,0.0,0.0,2022-04-22,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'neutral', 'positive']"
77,2022-04-25,159.29956399916097,161.32640487700763,156.66962975305108,161.03968811035156,96046400,0.0,0.0,2022-04-25,"['neutral', 'positive', 'neutral', 'negative', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'positive', 'negative', 'neutral']"
78,2022-04-26,160.4167693407337,160.5057488278025,154.9492529238893,155.02835083007812,95623200,0.0,0.0,2022-04-26,"['neutral', 'neutral', 'neutral', 'neutral', 'positive', 'neutral', 'neutral', 'positive', 'positive', 'neutral', 'neutral', 'negative']"
79,2022-04-27,154.14841789961335,157.9845685503845,153.62440743589482,154.80096435546875,88063200,0.0,0.0,2022-04-27,"['positive', 'neutral', 'positive', 'neutral', 'neutral', 'positive', 'positive', 'positive', 'neutral', 'neutral', 'positive']"
80,2022-04-28,157.45069349909753,162.66115395399348,157.13430181857612,161.7910919189453,130216800,0.0,0.0,2022-04-28,"['negative', 'neutral', 'negative', 'neutral', 'positive', 'positive', 'neutral', 'neutral', 'negative', 'neutral', 'positive', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'neutral', 'positive', 'neutral', 'neutral', 'positive', 'positive', 'negative', 'positive']"
81,2022-04-29,160.01143581982666,164.32217465833426,155.47329987659398,155.8687744140625,131747600,0.0,0.0,2022-04-29,"['positive', 'negative', 'neutral', 'negative', 'neutral', 'neutral', 'neutral', 'positive', 'positive', 'neutral', 'positive', 'neutral', 'positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral', 'positive', 'positive', 'neutral', 'neutral', 'negative', 'positive', 'neutral', 'positive', 'positive', 'neutral', 'neutral', 'positive', 'negative']"
82,2022-05-02,154.9394161143981,156.4422315070911,151.53828059739973,156.17529296875,123055300,0.0,0.0,2022-05-02,"['positive', 'positive', 'negative', 'negative', 'neutral', 'neutral', 'positive', 'neutral', 'negative', 'positive', 'neutral', 'neutral']"
83,2022-05-03,156.36309560431206,158.89418345989998,154.5537856049638,157.67807006835938,88966500,0.0,0.0,2022-05-03,"['neutral', 'neutral', 'positive', 'neutral', 'neutral', 'positive', 'neutral', 'neutral']"
84,2022-05-04,157.8659508846315,164.59900501150577,157.46057968949572,164.1442108154297,108256500,0.0,0.0,2022-05-04,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
85,2022-05-05,161.9987257835459,162.2261228748432,153.19927452380466,154.99871826171875,130525300,0.0,0.0,2022-05-05,"['neutral', 'neutral', 'positive', 'negative', 'neutral', 'neutral', 'negative']"
86,2022-05-06,154.47391502584142,157.87015099070817,152.66193145234615,155.73141479492188,116124600,0.23,0.0,2022-05-06,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'neutral']"
87,2022-05-09,153.40455768575424,154.29570538410067,149.99844048998068,150.5628204345703,131577900,0.0,0.0,2022-05-09,"['neutral', 'neutral', 'neutral', 'positive', 'positive', 'neutral', 'neutral', 'neutral']"
88,2022-05-10,153.98877383234986,155.19676307417703,151.42426316473478,152.98870849609375,115366700,0.0,0.0,2022-05-10,"['neutral', 'negative', 'neutral', 'neutral', 'negative', 'neutral', 'neutral', 'positive', 'negative', 'neutral', 'neutral']"
89,2022-05-11,151.98861793283714,153.9194149434989,144.37433231088616,145.0575408935547,142689800,0.0,0.0,2022-05-11,"['negative', 'positive', 'positive', 'positive', 'neutral', 'neutral', 'positive', 'positive', 'positive', 'negative', 'neutral', 'negative']"
90,2022-05-12,141.36431108790205,144.7605325429566,137.4333979353619,141.1563720703125,182602000,0.0,0.0,2022-05-12,"['neutral', 'neutral', 'neutral', 'negative', 'neutral', 'neutral', 'neutral', 'negative', 'neutral', 'negative', 'neutral', 'neutral', 'positive', 'negative', 'positive', 'negative', 'neutral', 'neutral', 'neutral', 'neutral']"
91,2022-05-13,143.16639766567997,146.64184871100377,141.7009736236376,145.66159057617188,113990900,0.0,0.0,2022-05-13,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'positive', 'neutral', 'neutral', 'positive', 'negative', 'positive', 'neutral', 'neutral', 'neutral']"
92,2022-05-16,144.11692109740014,146.06752573177374,142.76039981181125,144.1070098876953,86643800,0.0,0.0,2022-05-16,"['neutral', 'neutral', 'neutral', 'positive', 'neutral']"
93,2022-05-17,147.39433598257529,148.2953798154946,145.23579224594178,147.77059936523438,78336300,0.0,0.0,2022-05-17,"['positive', 'neutral', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
94,2022-05-18,145.40412997962903,145.90910311193247,138.522547165129,139.43350219726562,109742900,0.0,0.0,2022-05-18,"['neutral', 'negative', 'neutral', 'negative', 'positive', 'neutral', 'negative', 'positive', 'neutral', 'neutral', 'neutral', 'neutral']"
95,2022-05-19,138.50273841418007,140.26521122445095,135.25503468905956,135.99765014648438,136095600,0.0,0.0,2022-05-19,"['neutral', 'neutral', 'neutral', 'positive', 'neutral', 'negative', 'neutral', 'neutral', 'positive']"
96,2022-05-20,137.7205370101918,139.31468579502393,131.30434235265184,136.2353057861328,137426100,0.0,0.0,2022-05-20,"['negative', 'neutral', 'positive', 'positive', 'negative', 'positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral', 'positive', 'neutral']"
97,2022-05-23,136.4333163328522,141.84946005335837,136.2946953738204,141.70094299316406,117726300,0.0,0.0,2022-05-23,"['neutral', 'neutral', 'negative', 'neutral', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
98,2022-05-24,139.42356304284783,140.57214515007172,135.9778318297251,138.97799682617188,104132700,0.0,0.0,2022-05-24,"['neutral', 'neutral', 'neutral', 'positive', 'negative', 'neutral', 'negative', 'neutral', 'positive', 'neutral', 'neutral']"
99,2022-05-25,137.06702578438822,140.39394418835917,136.97791554080794,139.13645935058594,92482700,0.0,0.0,2022-05-25,"['positive', 'negative', 'neutral', 'neutral', 'negative', 'neutral']"
100,2022-05-26,136.0372655338598,142.91883322079272,135.7897270191604,142.36434936523438,90601500,0.0,0.0,2022-05-26,"['positive', 'neutral', 'positive', 'neutral', 'neutral', 'neutral', 'positive', 'positive']"
101,2022-05-27,143.95850163802893,148.20625600972926,143.82977677239938,148.16665649414062,90978500,0.0,0.0,2022-05-27,"['neutral', 'negative', 'positive', 'neutral', 'positive', 'neutral', 'positive', 'neutral']"
102,2022-05-31,147.60228857234978,149.17663006804636,145.39423390708356,147.37454223632812,103718400,0.0,0.0,2022-05-31,"['neutral', 'positive', 'positive']"
103,2022-06-01,148.42408974946923,150.24598472935992,146.22594649501977,147.24581909179688,74286600,0.0,0.0,2022-06-01,"['neutral', 'neutral', 'positive', 'neutral', 'neutral', 'positive']"
104,2022-06-02,146.3744660868653,149.78059822825432,145.41401550832651,149.72119140625,72348100,0.0,0.0,2022-06-02,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
105,2022-06-03,145.4536163392429,146.51308836976432,143.03765327403568,143.94859313964844,88570300,0.0,0.0,2022-06-03,"['neutral', 'neutral', 'neutral', 'positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'negative', 'positive', 'neutral', 'positive', 'positive', 'positive', 'neutral']"
106,2022-06-06,145.58234733133668,147.1071930141322,143.47331439083774,144.70111083984375,71598400,0.0,0.0,2022-06-06,"['positive', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'positive', 'positive', 'neutral', 'positive', 'neutral', 'neutral', 'positive', 'neutral', 'positive', 'neutral', 'positive', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'negative', 'positive', 'neutral', 'neutral', 'neutral', 'positive', 'neutral', 'neutral', 'neutral', 'neutral']"
107,2022-06-07,142.92874672189774,147.53295712568794,142.68120820323048,147.24581909179688,67808200,0.0,0.0,2022-06-07,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'negative', 'neutral', 'positive', 'positive', 'neutral', 'positive', 'positive', 'neutral', 'neutral', 'positive', 'neutral']"
108,2022-06-08,147.117095040655,148.3943871562763,146.0081273056317,146.50320434570312,53950200,0.0,0.0,2022-06-08,"['positive', 'positive', 'neutral', 'neutral', 'negative']"
109,2022-06-09,145.6318828064524,146.49331213315293,141.1266781358424,141.235595703125,69473000,0.0,0.0,2022-06-09,"['neutral', 'positive', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']"
110,2022-06-10,138.89881017475264,139.37407989263332,135.7105128963888,135.7798309326172,91437900,0.0,0.0,2022-06-10,"['neutral', 'positive', 'neutral', 'negative', 'neutral', 'positive', 'positive', 'positive', 'negative', 'neutral', 'negative']"
111,2022-06-13,131.56177060074262,133.86883146972337,130.1458574880346,130.58152770996094,122207100,0.0,0.0,2022-06-13,"['neutral', 'positive', 'positive', 'positive', 'positive', 'positive']"
112,2022-06-14,131.81920232423082,132.5717138992893,130.18543921525114,131.4528350830078,84784300,0.0,0.0,2022-06-14,"['neutral', 'positive', 'positive', 'neutral', 'neutral', 'positive']"
113,2022-06-15,132.9678128494155,135.98778645319823,130.8587944872291,134.09658813476562,91533000,0.0,0.0,2022-06-15,"['neutral', 'positive', 'neutral', 'neutral', 'neutral', 'positive', 'neutral', 'neutral', 'neutral', 'neutral', 'positive']"
